Date,Open,High,Low,Close,Adj Close,Volume,sentiment_score,intensity_score,type_token_ratio
1997-05-15,0.121875,0.125,0.096354,0.097917,0.097917,1443120000,0.0,0.4897022610252966,0.0
1997-05-16,0.098438,0.098958,0.085417,0.086458,0.086458,294000000,0.0,0.4897022610252966,0.0
1997-05-19,0.088021,0.088542,0.08125,0.085417,0.085417,122136000,0.0,0.4897022610252966,0.0
1997-05-20,0.086458,0.0875,0.081771,0.081771,0.081771,109344000,0.0,0.4897022610252966,0.0
1997-05-21,0.081771,0.082292,0.06875,0.071354,0.071354,377064000,0.0,0.4897022610252966,0.0
1997-05-22,0.071875,0.072396,0.065625,0.069792,0.069792,235536000,0.0,0.4897022610252966,0.0
1997-05-23,0.070313,0.076042,0.066667,0.075,0.075,318744000,0.0,0.4897022610252966,0.0
1997-05-27,0.075521,0.082292,0.072917,0.079167,0.079167,173952000,0.0,0.4897022610252966,0.0
1997-05-28,0.08125,0.081771,0.076563,0.076563,0.076563,91488000,0.0,0.4897022610252966,0.0
1997-05-29,0.077083,0.077083,0.073958,0.07526,0.07526,69456000,0.0,0.4897022610252966,0.0
1997-05-30,0.075,0.075521,0.073958,0.075,0.075,51888000,0.0,0.4897022610252966,0.0
1997-06-02,0.075521,0.076563,0.075,0.075521,0.075521,11832000,0.0,0.4897022610252966,0.0
1997-06-03,0.076563,0.076563,0.073958,0.073958,0.073958,23664000,0.0,0.4897022610252966,0.0
1997-06-04,0.073958,0.074479,0.069792,0.070833,0.070833,61608000,0.0,0.4897022610252966,0.0
1997-06-05,0.070833,0.077083,0.06875,0.077083,0.077083,113448000,0.0,0.4897022610252966,0.0
1997-06-06,0.075781,0.085417,0.075521,0.082813,0.082813,156144000,0.0,0.4897022610252966,0.0
1997-06-09,0.082813,0.085417,0.082813,0.084375,0.084375,47040000,0.0,0.4897022610252966,0.0
1997-06-10,0.085417,0.085417,0.076563,0.079167,0.079167,109176000,0.0,0.4897022610252966,0.0
1997-06-11,0.079688,0.080208,0.076563,0.077083,0.077083,23760000,0.0,0.4897022610252966,0.0
1997-06-12,0.079167,0.082292,0.077604,0.080208,0.080208,32640000,0.0,0.4897022610252966,0.0
1997-06-13,0.08125,0.08125,0.079167,0.079167,0.079167,13872000,0.0,0.4897022610252966,0.0
1997-06-16,0.080208,0.080208,0.078125,0.078646,0.078646,18264000,0.0,0.4897022610252966,0.0
1997-06-17,0.079948,0.079948,0.07474,0.07526,0.07526,94128000,0.0,0.4897022610252966,0.0
1997-06-18,0.076042,0.076823,0.075,0.075521,0.075521,49296000,0.0,0.4897022610252966,0.0
1997-06-19,0.075521,0.076563,0.075,0.075521,0.075521,20064000,0.0,0.4897022610252966,0.0
